ProbeName,GSM1149106_M_Ns3.txt:gProcessedSignal(normalized),GSM1149107_M_Ns4.txt:gProcessedSignal(normalized),GSM1149108_M_Ns5.txt:gProcessedSignal(normalized),GSM1149109_M_Ns6.txt:gProcessedSignal(normalized),GSM1149110_M_Ns7.txt:gProcessedSignal(normalized),GSM1149111_M_Ns8.txt:gProcessedSignal(normalized),GSM1149112_M_Ns9.txt:gProcessedSignal(normalized),GSM1149113_M_Ns10.txt:gProcessedSignal(normalized),GSM1149114_M_Ns11.txt:gProcessedSignal(normalized),GSM1149115_M_Ns12.txt:gProcessedSignal(normalized),GSM1149116_M_Ns13.txt:gProcessedSignal(normalized),GSM1149117_M_Ns14.txt:gProcessedSignal(normalized),GSM1149118_M_Sm1.txt:gProcessedSignal(normalized),GSM1149119_M_Sm2.txt:gProcessedSignal(normalized),GSM1149120_M_Sm3.txt:gProcessedSignal(normalized),GSM1149121_M_Sm4.txt:gProcessedSignal(normalized),GSM1149122_M_Sm5.txt:gProcessedSignal(normalized),GSM1149123_M_Sm6.txt:gProcessedSignal(normalized),GSM1149124_M_Sm8.txt:gProcessedSignal(normalized),GSM1149125_M_Sm9.txt:gProcessedSignal(normalized),GSM1149126_M_Sm10.txt:gProcessedSignal(normalized),GSM1149127_M_SM11.txt:gProcessedSignal(normalized),GSM1149128_M_Sm12.txt:gProcessedSignal(normalized),GSM1149129_M_Sm13.txt:gProcessedSignal(normalized),GSM1149130_F_Ns1.txt:gProcessedSignal(normalized),GSM1149131_F_Ns3.txt:gProcessedSignal(normalized),GSM1149132_F_Ns5.txt:gProcessedSignal(normalized),GSM1149133_F_Ns6.txt:gProcessedSignal(normalized),GSM1149134_F_Ns7.txt:gProcessedSignal(normalized),GSM1149135_F_Ns8.txt:gProcessedSignal(normalized),GSM1149136_F_Ns9.txt:gProcessedSignal(normalized),GSM1149137_F_Ns10.txt:gProcessedSignal(normalized),GSM1149138_F_Ns11.txt:gProcessedSignal(normalized),GSM1149139_F_Ns12.txt:gProcessedSignal(normalized),GSM1149140_F_Ns13.txt:gProcessedSignal(normalized),GSM1149141_F_Ns14.txt:gProcessedSignal(normalized),GSM1149142_F_Sm1.txt:gProcessedSignal(normalized),GSM1149143_F_Sm2.txt:gProcessedSignal(normalized),GSM1149144_F_Sm3.txt:gProcessedSignal(normalized),GSM1149145_F_Sm4.txt:gProcessedSignal(normalized),GSM1149146_F_Sm5.txt:gProcessedSignal(normalized),GSM1149147_F_Sm6.txt:gProcessedSignal(normalized),GSM1149148_F_Sm7.txt:gProcessedSignal(normalized),GSM1149149_F_Sm8.txt:gProcessedSignal(normalized),GSM1149150_F_Sm9.txt:gProcessedSignal(normalized),GSM1149151_F_Sm10.txt:gProcessedSignal(normalized),GSM1149152_F_Sm11.txt:gProcessedSignal(normalized),GSM1149153_F_Sm12.txt:gProcessedSignal(normalized),GeneSymbol,EntrezGeneID,Go
A_23_P209954,12.382324,13.850673,11.617517,12.762843,12.491959,13.219482,12.962914,12.6057205,13.097509,13.320752,11.947827,13.631425,12.099715,11.876713,13.497697,12.958427,11.871376,12.710667,13.465754,11.096805,14.043949,13.621807,15.099792,14.100556,12.451501,12.146906,13.56073,12.0749035,12.429135,13.300577,13.629406,14.156085,13.581578,12.919043,13.571468,13.547929,11.223559,11.134895,13.166884,11.241234,11.62949,13.217835,11.656606,12.724394,13.187136,12.039534,12.439823,11.883631,GNLY,10578.0,GO:0006968|GO:0050832|GO:0031640|GO:0005615|GO:0042742
A_23_P12643,0.0,0.0,3.7959611,4.905148,1.9791734,0.0,4.225838,5.671354,1.5935522,0.0,3.9070175,3.5662222,2.1740978,3.7861636,3.9086187,4.146566,3.4252808,2.5145156,3.3333807,3.7237518,5.2948465,3.8759482,5.1692734,4.664584,1.961377,3.5312493,2.5762966,3.4400911,0.77987075,4.1483045,4.294001,4.1602836,3.6392114,3.7911055,3.99069,7.239047,0.16500632,0.0,4.2798533,3.171585,1.9905511,2.5668225,1.9267634,4.17888,3.3939352,3.4225924,2.5963647,3.3796458,AS3MT,57412.0,GO:0030791|GO:0005739|GO:0030792|GO:0005737|GO:0008757|GO:0009404|GO:0032259|GO:0018872|GO:0005829
A_24_P751492,2.0490673,3.068618,0.3778212,3.0813904,3.430795,0.0,4.8629255,4.1373305,3.690494,0.0,3.030672,3.1605468,4.16101,2.487414,2.824965,7.169581,3.0044606,3.768125,4.31656,5.0367393,4.3704076,3.6413403,4.1663756,5.38928,4.5639887,1.4510585,3.1650152,2.7145455,0.0,5.4094853,4.521525,4.943874,5.0975804,3.8906245,3.2343082,7.3974442,0.0,3.0080354,3.903154,5.0739856,2.6540878,4.987555,3.331017,3.8689032,4.9541035,4.41606,4.3538985,0.0,FAM221B,392307.0,
A_24_P842006,7.8889685,8.042393,7.93687,8.277636,8.101693,7.957226,8.895639,8.72412,8.5341215,7.8783045,8.192391,8.243447,7.347231,7.761795,8.403929,8.745734,7.9395056,8.1742735,8.224091,7.627844,8.2489395,7.100642,7.86164,7.7787685,7.9226637,7.274432,7.044389,7.72066,7.456021,7.998966,8.281025,7.9685235,7.78378,7.952184,7.464777,8.36376,7.87016,8.531927,8.345673,8.528275,8.176082,8.833791,8.013092,7.745699,7.243877,7.698362,7.050311,8.174657,C16orf93,90835.0,
A_23_P74252,7.0592194,7.777285,6.8133836,6.8897696,8.42489,7.1931586,8.990653,9.078237,7.821068,8.416727,7.75419,8.050128,7.48347,7.6724653,8.254366,9.3562975,8.440396,8.452248,8.779506,8.196054,9.178478,8.778845,9.968917,8.658526,7.874177,7.81481,7.565527,7.4142723,8.1066885,9.1624365,9.02517,8.348548,9.190083,8.876621,8.909013,9.815868,7.7302184,7.5323997,7.757594,9.283843,7.619278,8.652987,8.843851,9.164162,8.433418,8.479742,7.9946604,8.96499,LINC00339,29092.0,
A_23_P50052,9.071476,9.724398,9.920389,10.140755,9.977637,9.780313,10.592835,10.261378,10.32106,10.219878,10.01634,10.074772,9.24106,9.301444,9.64392,10.076496,9.455892,9.945772,10.119656,9.951625,9.799277,9.793243,9.939448,9.890818,9.237578,8.55926,8.539283,9.327831,9.402694,10.120218,10.13298,10.29007,10.102803,9.805443,10.019699,9.705042,9.6085005,9.574456,10.093074,9.743604,9.664546,10.222154,10.081626,10.093978,10.089322,10.239464,9.910325,9.577248,C18orf12,84322.0,
A_24_P622468,4.958189,5.388406,5.22996,5.779993,5.0178514,5.0759954,5.6006346,4.351762,4.658446,4.315673,4.4713717,4.948472,4.5087323,5.079664,5.779501,5.76018,5.297347,5.632055,4.8707204,5.2862587,5.3759966,4.775185,5.6151457,5.2973294,5.05139,4.914064,4.8423834,4.9461293,5.205592,4.442974,4.8721166,5.127366,4.510152,4.6153407,4.945342,6.728735,4.486913,4.8484044,4.9700365,5.406992,4.765641,4.7220693,3.9394906,4.5058193,5.115252,4.673494,4.9833508,3.6076725,,,
A_23_P37856,14.364208,12.416346,13.31383,13.803315,14.599017,12.731771,15.010945,13.198144,12.062289,11.601027,11.8212385,11.486422,14.007875,15.063304,13.867218,12.087463,13.884083,12.139592,14.06058,12.860351,12.604742,13.321389,13.155041,13.658399,14.23948,13.2307205,14.520747,14.670559,13.0477295,12.632301,14.615338,14.311231,13.849178,13.544791,12.446247,13.338671,10.765337,14.878303,10.818683,12.238962,13.011843,12.23403,13.385571,13.34131,13.227081,14.584557,13.368986,11.087607,HBA1,3039.0,GO:0005515|GO:0042542|GO:0072562|GO:0044281|GO:0051291|GO:0005829|GO:0031838|GO:0004601|GO:0071682|GO:0042744|GO:0010942|GO:0031720|GO:0070062|GO:0005833|GO:0005506|GO:0005576|GO:0006898|GO:0015671|GO:0019825|GO:0016020|GO:0022627|GO:0005344|GO:0015701|GO:0020037|GO:0055114
A_24_P360269,14.619527,14.8062935,14.806695,15.037045,14.807723,15.257888,15.930354,16.117632,15.928357,15.326091,15.845074,15.986383,14.434422,14.801035,14.981493,15.267671,15.175314,14.353393,15.066213,15.069212,14.862296,14.598884,15.85505,15.51919,14.238151,13.82969,14.208591,14.056394,14.081595,15.44577,15.075241,15.171705,15.807916,15.292708,15.276283,15.919322,14.966581,14.860301,14.563678,15.420205,14.926281,16.015728,15.5128765,15.035124,14.903041,15.467008,14.530798,16.687958,RNASET2,8635.0,GO:0003723|GO:0033897|GO:0005788|GO:0005576|GO:0004540|GO:0005764|GO:0005615|GO:0070062|GO:0043202|GO:0006401
A_32_P19101,7.248635,8.614505,8.092605,8.253697,8.779673,7.8712482,8.592476,7.843996,7.653871,7.9967895,7.7180867,7.8153863,7.472376,7.4546113,7.301906,7.436779,7.888586,7.9070654,7.227299,8.225892,7.400606,7.65271,8.765031,7.898282,7.291005,7.347108,6.9116235,7.679114,7.516538,7.694156,7.7728634,8.429712,7.6853914,7.3296027,7.6115103,8.2287245,7.6411114,7.738829,8.576011,7.545504,7.7800303,7.9866433,7.8139043,8.949642,8.377731,8.126823,7.8664236,7.306783,,,
A_24_P332595,5.364998,4.501446,3.2073908,4.3707085,3.4428425,1.7657909,4.262717,2.4231992,6.0956535,2.6555138,3.1624548,3.583737,3.1584246,2.9560647,2.9243126,3.443348,3.823572,3.2022078,3.6356442,4.3492446,4.257422,2.8566153,3.8592422,3.4391136,3.4713502,2.440057,0.0,1.949097,0.705026,3.177784,3.4092674,3.6457717,3.0918295,3.668513,3.2924385,0.0,1.4742652,2.840941,4.756343,4.2206683,3.5939798,3.800546,3.6691027,3.661103,4.099216,4.6735816,2.76641,3.79362,,,
A_32_P310335,0.0,0.0,1.8889481,2.1432536,0.0,0.0,1.8355017,0.0,4.047725,0.0,1.7129055,1.8992306,0.8623744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2843378,0.0,0.44564295,0.0,0.0,0.0,0.0,0.0,0.0,0.86180294,0.11611579,0.0,1.0864611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.829231,0.0,0.0,2.3056118,0.0,1.0726285,0.0,JAM2,58494.0,GO:0005515|GO:0016337|GO:0007162|GO:0046982|GO:0005886|GO:0030198|GO:0007596|GO:0005887|GO:0005923|GO:0050900
A_23_P121265,12.385698,12.57045,12.737313,13.077436,12.671843,12.873544,12.749406,13.08822,12.854158,12.4072895,12.683308,12.742789,12.204665,12.387458,12.813977,13.223962,12.709767,12.96266,12.492233,11.896358,12.253475,11.611125,12.575036,12.527196,12.024447,12.101931,11.944272,11.8366375,11.985007,12.180798,12.978221,12.540767,12.789047,12.578544,12.025292,12.564761,12.788365,12.89769,12.84711,13.089506,12.75603,12.524159,12.766827,11.703931,11.803809,12.332686,11.641719,12.8158655,TWF2,11344.0,GO:0032532|GO:0048471|GO:0042989|GO:0071300|GO:0045773|GO:0032420|GO:0005546|GO:0030175|GO:0030016|GO:0005524|GO:0030027|GO:0030426|GO:0003785|GO:0010592|GO:0051016|GO:0005737|GO:0071363|GO:0032956|GO:0030837|GO:0005080|GO:0010976|GO:0030030|GO:0005856|GO:0070062
A_32_P186914,1.5707368,1.4211042,0.0,2.522823,0.0,0.0,2.894465,0.0,0.0,0.0,0.0,1.2965602,1.8155283,0.0,0.0,1.9412318,0.0,2.506777,3.5043333,3.3714905,0.0,4.674335,4.4132204,3.2051127,1.51501,0.0,0.0,0.0,0.0,3.2591252,0.73919314,3.410322,2.5720427,2.0291207,2.9464211,7.2581954,0.0,0.0,4.5720463,0.0,0.0,0.0,0.0,2.2797565,0.0,2.3834648,1.6982781,0.0,PPP2R2B,5521.0,GO:0005739|GO:0005515|GO:0007165|GO:0050790|GO:0008601|GO:0006915|GO:0000159|GO:0005741|GO:0005856
A_23_P139260,10.977465,11.599588,10.903445,11.685456,11.679769,11.186843,11.963446,12.588837,12.041789,11.591728,11.031654,11.61951,11.116684,11.206282,11.352186,12.452621,11.009059,11.754472,11.6339035,11.250809,11.654315,11.698479,11.984466,11.115325,11.196123,11.244302,10.31697,11.242678,11.383834,11.71215,12.120644,12.043455,11.807097,11.606226,11.324407,11.935262,12.649884,11.716171,12.199504,12.4162445,10.848259,12.068232,12.263366,11.968988,11.891926,11.55434,11.538456,13.077979,SLC22A18,5002.0,GO:0007588|GO:0005886|GO:0015695|GO:0005635|GO:0055085|GO:0005737|GO:0016324|GO:0016020|GO:0006855|GO:0016021|GO:0015893|GO:0015238|GO:0031625|GO:0015293
A_23_P53838,6.7687826,6.91675,6.0482364,7.1475506,6.28598,6.0848885,6.905011,6.5311084,7.8463244,6.344869,6.140032,6.538603,5.7167873,6.0622964,6.522052,6.617265,6.7194858,6.2269373,6.117134,6.3969607,6.499606,6.4079065,6.1589146,6.0168185,6.1498423,5.2278852,4.6797347,5.7760463,5.2404704,6.063258,6.237102,6.3230376,5.9997525,6.5600142,6.202887,6.2644267,5.695982,6.182463,7.516159,6.446796,6.080104,6.489619,6.0348387,5.9409847,5.9048676,6.454586,6.0929313,5.997893,IRS2,8660.0,GO:0005515|GO:0008286|GO:0008284|GO:0005886|GO:0008283|GO:0030890|GO:0005158|GO:0030879|GO:0060397|GO:0005829|GO:0010907|GO:0071889|GO:0007173|GO:0046326|GO:0002903|GO:0006006|GO:0032024|GO:0004871|GO:0071333|GO:0033673|GO:0048011|GO:0032869|GO:0030335|GO:0045725|GO:0019901|GO:0048015|GO:0019903|GO:0019904|GO:0055088|GO:0010748|GO:0002053|GO:0009749|GO:0019216|GO:0007165|GO:0007420|GO:0008543|GO:0045087|GO:0032000|GO:0038095|GO:0043548
A_23_P123666,9.945037,10.207396,10.244185,10.5523,10.318513,10.04437,10.687355,11.036267,10.458139,9.991825,10.25836,10.337024,9.381238,9.908563,10.535336,10.752046,10.543254,10.61092,10.105392,9.713339,10.032215,9.43504,10.19876,10.260289,9.736763,8.984295,9.282557,9.396385,9.450788,9.932632,10.714619,9.87578,9.681632,10.2796335,9.712455,9.808267,10.588495,10.186159,10.120137,10.450914,9.824447,10.392403,10.283171,9.835799,9.733403,10.043868,8.9307375,10.988169,TBC1D2,55357.0,GO:0005515|GO:0045296|GO:0030054|GO:0032851|GO:0016023|GO:0031410|GO:0005097
A_23_P49725,6.5410237,5.0083313,5.4461274,5.0626445,5.3705063,5.1584897,5.7651844,5.7504816,4.9338474,5.1907315,5.7643366,5.411436,4.792486,3.236913,4.6391225,4.89073,5.4070992,5.3752484,5.348384,5.760584,5.554213,6.2932525,5.600885,5.358785,4.478205,3.3852377,4.553657,5.0252514,5.099328,5.5469913,5.360317,5.495669,5.047614,5.174273,5.2734923,4.741908,5.6286807,4.5729437,5.0569787,5.907925,5.792557,4.830443,5.235837,5.554933,5.452894,5.680049,5.433501,5.416753,HSPB9,94086.0,GO:0005515|GO:0005737|GO:0005634
A_24_P784816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7657129,0.0,0.0,1.0956415,2.874198,3.0000908,0.11520514,6.024566,5.023916,0.756522,0.0,0.0,0.0,0.0,0.0,0.0,0.7501674,0.0,0.0,0.08089233,0.0,2.820778,0.0,0.8853721,0.0,0.0,0.0,0.0,0.0,0.0,0.1364644,1.5422313,0.0,0.0,0.0,,,
A_32_P333341,2.1757889,1.1840079,1.9997101,3.2174246,1.6131517,1.9795616,2.8714852,0.0,4.0659075,0.0,3.4762247,3.4119291,0.0,0.0,2.9080567,0.0,6.1614065,2.4718857,2.5646915,3.0994463,3.3761277,3.5610266,4.6609683,3.079669,2.7067108,3.111302,3.6599987,2.464095,5.203862,3.3534575,3.0446796,2.8327768,2.0847082,2.8980112,1.5057157,8.736227,2.8069062,2.4198587,2.14184,1.333035,0.8975619,2.4376614,0.0,2.0886526,2.5373461,2.557168,2.5887365,0.0,,,
A_23_P154420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21319546,5.8907957,6.803118,0.0,2.9024906,5.148166,1.1116717,0.0,0.0,0.0,0.0,0.0,0.0,2.5680532,5.2887087,0.0,3.1952953,0.0,0.0,0.0,9.705217,0.0,2.3416505,0.7834709,0.0,0.0,0.0,0.0,1.4804022,0.0,0.0,0.0,0.0,HOXD12,3238.0,GO:0043565|GO:0007389|GO:0005667|GO:0006355|GO:0001501|GO:0005634|GO:0042733|GO:0006351
A_23_P157895,0.0,0.0,0.0,2.5462894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0825198,2.339723,6.413506,0.0,0.06596795,1.6661413,5.328854,0.0,0.0,0.0,0.33502242,0.0,0.0,0.0,0.0,0.19390549,0.0,5.4972553,0.0,0.0,0.0,6.8160377,0.0,0.0,1.6113725,0.0,0.0,0.0,0.0,1.8022317,0.0,0.0,0.0,0.0,DMRT3,58524.0,GO:0000987|GO:0006355|GO:0003700|GO:0046982|GO:0021521|GO:0046661|GO:0005634|GO:0019226|GO:0006351|GO:0042803|GO:0046872|GO:0007628|GO:0007548|GO:0042487
A_24_P271830,2.6473196,1.0923834,0.0,1.6433367,0.0,0.0,0.0,0.0,0.0,3.764808,2.049077,0.0,0.8846128,6.158136,8.46755,3.9576259,6.705884,2.7685018,2.6165922,3.9440553,6.6707454,0.5059082,2.0424871,1.9124436,2.2773073,0.0,0.0,3.1140947,0.0,1.7499844,0.29969126,0.0,0.0,0.0,2.7909818,0.0,1.9421335,0.0,2.6847987,0.0,1.9715855,0.0,0.0,1.7213131,2.429574,0.59913784,3.0226336,3.717012,LINC00670,284034.0,
A_24_P944131,0.0,1.2541901,0.0,1.6009662,0.0,0.0,0.9516518,0.0,0.0,0.0,0.0,1.5582577,0.0,0.0,0.0,0.0,6.582348,0.0,2.8816686,3.636483,4.593324,2.6483114,3.8791933,0.0,0.0,0.0,0.0,1.4693093,2.3783731,5.5837207,0.0,2.9280634,0.32634637,0.0,0.0,6.2128773,0.0,0.0,2.9737337,0.0,0.0,0.0,0.0,0.9352968,3.2166772,2.1414852,1.8514321,0.0,GPR83,10888.0,GO:0004983|GO:0005886|GO:0007218|GO:0004930|GO:0051384|GO:0031513|GO:0016021
A_24_P464528,0.0,2.3891766,0.0,1.6620536,0.7980456,0.0,4.1587343,2.175941,1.1320872,4.720858,3.109664,2.6240354,0.0,6.3591876,6.4095135,3.0292256,6.736456,1.2533128,3.967969,5.4505515,5.1002784,3.50348,3.2522628,3.4681911,0.0,0.0,0.0,3.2835255,0.0,2.9127676,2.339653,3.6458538,0.0,3.0554335,3.9537373,0.0,1.5633441,1.8441634,0.0,0.0,0.0,2.3676436,1.8885815,3.5825922,4.0658207,3.9514992,3.9187994,4.552342,,,
A_32_P127350,0.0,0.0,0.0,2.6989796,0.0,0.0,2.1829262,0.0,0.0,0.0,0.0,2.1006632,1.6626294,0.0,0.49930453,0.0,6.888392,1.0213859,2.941375,3.8577302,3.48613,1.6380955,6.6481724,3.1631074,0.0,1.5825036,0.0,0.0,0.0,5.250663,1.4948711,4.127939,1.7856493,1.0094188,1.8122174,6.8951526,0.8217168,0.0,2.1765437,0.0,0.59287465,0.0,0.0,3.4503324,3.3031857,2.061737,0.8444097,0.0,LINC00461,645323.0,
A_32_P142195,0.0,2.4123528,0.0,3.6371186,0.5469246,2.648501,2.6757445,0.59721273,1.2551647,0.0,0.0,3.3950984,1.5283213,6.5278883,8.72397,0.0,9.850917,2.200028,1.4354253,4.5328007,3.7679408,1.5039649,2.0445266,2.7205634,1.0840622,0.0,0.0,0.0,0.0,5.2893233,1.6871789,1.9003251,0.0,2.1257854,2.5646272,5.799569,0.0,0.0,3.3569946,3.2728264,2.4785552,1.7322379,1.251819,2.1968777,2.51832,3.1064193,1.6604006,1.8183008,,,
A_23_P389676,10.598546,10.309248,10.798959,10.793868,11.006173,10.754723,11.801292,12.339912,11.688323,11.196435,11.499354,11.463667,10.537711,10.222573,11.198703,11.268367,11.246126,10.971465,11.192984,10.18985,11.495016,11.462183,11.473674,11.37207,10.978681,10.032006,9.968442,9.805962,10.442911,10.967176,11.169034,11.277435,11.436724,11.451318,11.076844,11.26877,10.683234,10.8477545,11.443525,12.2112055,11.269989,11.80215,11.720822,11.05377,11.470744,11.421049,10.817709,11.866135,EXOC3,11336.0,GO:0005515|GO:0006996|GO:0000145|GO:0051601|GO:0000149|GO:0061024|GO:0015031|GO:0006887|GO:0044267|GO:0030667|GO:0005829
A_23_P329798,0.0,2.0186784,0.0,0.0,0.0,0.0,0.0,0.0,1.4805728,0.0,0.0,0.0,0.0,0.0,5.9733973,0.0,7.6460238,0.0,0.0,3.0442271,3.2682278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4867425,0.0,0.0,0.0,0.0,0.0,0.0,5.8059855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0459601,0.0,0.0,2.3652885,CER1,9350.0,GO:0071773|GO:0003419|GO:0001657|GO:0007369|GO:0008285|GO:2000381|GO:0035582|GO:0023019|GO:0030178|GO:0032926|GO:0005576|GO:0030509|GO:0030282|GO:0009952|GO:0005125|GO:0005615|GO:0042803|GO:0007399|GO:0030514|GO:0016015|GO:0042074|GO:0009948|GO:0036122|GO:0048263
A_32_P21354,1.7091945,0.0,1.861874,3.0044503,3.3369102,0.86858076,3.9396544,3.4254713,6.1464176,0.0,2.325656,3.7709825,2.6376922,1.3866261,1.496088,3.2649813,8.065139,3.1301868,4.6261773,2.3252442,4.390115,4.7122326,6.4448977,4.490566,1.9736735,2.5706186,2.708917,1.7668681,1.0084641,4.216506,4.322391,4.7858634,3.0553348,2.6595197,4.390217,7.5281944,2.3541253,0.0,1.1123472,2.3174188,3.0094397,2.591132,0.0,4.274761,4.330334,2.2377026,2.4916222,3.457576,JAKMIP2,9832.0,GO:0008017|GO:0005794|GO:0019900
A_24_P945276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82430434,0.0,8.174663,0.0,8.369508,0.0,0.0,4.639664,0.0,0.0,0.0,0.0,0.0,1.183684,0.0,0.0,4.400968,0.0,0.0,0.0,0.0,0.0,0.0,5.7537403,0.0,1.6242174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
A_23_P253221,8.916713,8.75292,9.183637,8.025309,8.743877,7.899782,9.623375,9.372642,8.775177,7.557384,9.067031,8.431074,8.064632,8.032457,8.497929,8.944855,8.908788,8.081226,8.378309,8.215771,8.872935,8.068896,8.825585,8.179501,8.501131,7.910265,6.442453,8.054166,8.250094,8.27089,7.865332,8.663919,9.005418,7.9024816,8.443448,8.120527,9.089899,9.126463,9.417789,8.482869,8.369789,8.958953,8.022443,8.193079,7.8471775,8.6515,8.859713,9.56822,ARHGEF4,50649.0,GO:0005515|GO:0051056|GO:0048011|GO:0043065|GO:0007264|GO:0019904|GO:0030032|GO:0032587|GO:0097190|GO:0032855|GO:0005829|GO:0005085|GO:0043547|GO:0046847|GO:0030676
A_32_P136871,0.0,0.84260243,0.0,0.0,0.0,0.52764094,0.43371147,0.0,4.5095916,0.0,0.0,0.17874782,0.0,0.0,0.0,0.0,5.733054,0.0,0.5903337,2.5492573,3.3426986,0.9617256,0.0,1.5260156,5.5818663,0.0,0.0,0.0,0.0,2.3486505,3.482789,4.798122,0.0,0.0,3.6501982,6.9020457,0.4245319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4871082,1.4517666,1.7098402,1.8319453,,,
A_24_P404593,10.262595,10.633723,10.784743,10.674432,10.830486,10.676936,11.1228075,11.068046,10.819591,10.684686,10.601582,10.689139,10.152515,10.260288,10.870601,10.9991455,10.7109165,10.697708,10.560726,10.340806,10.283523,10.124912,11.467118,11.221345,10.206613,9.573293,9.632857,10.173981,10.401845,10.765101,10.763766,10.849875,10.830031,10.539016,10.506526,10.366116,10.291265,10.517065,10.811964,10.852416,10.446362,11.2980385,10.918186,11.318661,11.227075,11.009589,10.733302,10.570436,CECR1,51816.0,GO:0046103|GO:0043394|GO:0007275|GO:0005615|GO:0031685|GO:0042803|GO:0005829|GO:0004000|GO:0006154|GO:0008270|GO:0043103|GO:0008083|GO:0008201
A_23_P53546,11.667222,12.86982,12.291694,12.796253,11.830989,12.050508,13.428941,12.679144,13.396118,12.158603,12.248992,12.758641,12.736002,13.626049,12.782659,12.501233,13.776955,12.566185,12.260774,11.920636,12.168197,11.620614,12.261933,12.782132,13.520513,12.805121,12.5442095,12.558556,13.228644,14.880756,13.817959,12.194753,13.537539,13.1183195,12.761481,14.17488,12.373006,13.393951,11.869185,11.896845,12.292384,13.607988,12.396965,12.017582,13.192482,12.216215,11.392004,13.479022,TPI1,7167.0,GO:0005515|GO:0004807|GO:0005975|GO:0019682|GO:0006094|GO:0005634|GO:0007275|GO:0044281|GO:0006098|GO:0005615|GO:0006096|GO:0005829|GO:0009405|GO:0006006|GO:0070062
A_23_P34597,10.90231,10.659925,10.009665,12.125122,10.837132,10.752258,10.5832205,12.202717,12.13851,10.742931,10.668864,10.968309,10.306369,11.455157,11.12168,11.061557,10.918778,11.557046,11.146351,10.985709,10.54272,10.074642,10.640624,10.210732,10.943516,10.118518,9.832823,9.8863325,9.596739,10.994488,10.848716,10.866124,10.577171,11.1223,10.510655,11.17702,11.221641,11.947152,11.006924,11.178069,10.742358,11.651025,10.912885,11.044033,9.614698,10.923146,11.106277,11.808406,CDA,978.0,GO:0030308|GO:0009972|GO:0045980|GO:0019858|GO:0055086|GO:0005576|GO:0044281|GO:0043097|GO:0008655|GO:0042803|GO:0005829|GO:0051289|GO:0001882|GO:0004126|GO:0008270|GO:0006206|GO:0007166
A_24_P278299,8.957454,9.434301,9.908646,9.4337015,8.923429,8.773282,10.542199,9.958407,9.610674,9.688399,9.610515,9.503742,9.071172,8.622301,9.38495,9.612032,9.22942,8.440251,9.4842415,8.781324,9.457692,8.080234,8.365304,9.090918,8.362153,9.008351,8.9882345,8.652186,8.394976,9.270935,9.296782,9.656532,9.70877,9.206187,8.920242,8.922868,9.0196905,8.743904,9.841414,9.636637,8.697167,9.411839,9.385698,8.995459,8.414821,8.169819,8.465482,9.731048,ASB13,79754.0,GO:0035556|GO:0005515|GO:0016567
A_32_P79763,5.188603,5.810731,4.832746,4.7833943,5.3170295,5.17926,6.863139,5.9919353,6.135816,5.231105,5.83666,6.2474685,5.036478,4.4387307,5.3005643,5.9591947,3.7271361,4.8855963,6.459783,6.6588297,5.793433,6.6062264,6.6687207,6.548368,6.297422,4.2493324,4.702717,4.7986794,5.4072523,5.5528536,6.1036854,6.4145346,6.6014576,5.7230287,6.0834537,5.4183707,6.4358425,5.1225457,8.655588,7.861545,6.0348334,6.2024093,5.601048,7.0807376,6.6150346,6.393742,7.0170736,7.789361,TDRD12,91646.0,GO:0010467|GO:0004386|GO:0007275|GO:0005575|GO:0007283|GO:0031047|GO:0003676|GO:0005524|GO:0030154|GO:0009566|GO:0003674|GO:0008150|GO:0034587|GO:0043046|GO:0007140
A_24_P372913,5.348454,4.1413975,3.880135,4.202928,3.4505408,3.2655811,5.1046495,4.511903,6.1161137,4.4399576,4.683112,4.4886394,3.3848264,2.3675334,3.6318622,4.028363,3.6929438,3.0290458,4.463557,5.1901464,5.3960695,4.7292743,5.057834,4.98125,3.99238,2.6469288,0.1816165,2.6095924,4.033618,4.5572333,4.247236,4.612313,4.317917,4.4297333,4.944164,0.0,3.3781743,3.2134495,4.220847,4.0841885,4.136666,6.1442075,4.8542905,4.6925683,4.9839797,4.9123406,4.7021675,5.802815,HNF1A,6927.0,GO:0005515|GO:0035623|GO:0003700|GO:0046982|GO:0044212|GO:0006357|GO:0005634|GO:0060261|GO:0042593|GO:0003677|GO:0042803|GO:0006351|GO:0043234|GO:0001077|GO:0005737|GO:0046323|GO:0045944|GO:0046983|GO:0005654|GO:0045893|GO:0030073|GO:0035565
